"","lat","lng","class","info","height"
"1162",44.92444,6.35611,"Blue","Barre des �crins - 4102m",4102
"1163",35.2925,24.03333,"Green","Pakhnes - 2453m",2453
"1164",42.4425,19.81416,"Green","Maja e Jezerc�s - 2694m",2694
"1165",47.24944,9.34333,"Green","S�ntis - 2503m",2503
"1166",40.15888,24.32833,"Green","Athos - 2030m",2030
"1167",46.50888,10.54472,"DeepGreen","Ortl�s - 3905m",3905
"1168",34.93833,32.86111,"LightGreen","Olympos - 1952m",1952
"1169",45.72638,10.84388,"Green","Monte Baldo - 2218m",2218
"1170",43.19777,-4.85277,"Green","Torre de Cerredo - 2648m",2648
"1171",45.51861,7.26638,"Blue","Gran Paradiso - 4061m",4061
"1172",46.07166,10.01138,"DeepGreen","Pizzo di Coca - 3050m",3050
"1173",45.9975,11.46805,"Green","Cima Dodici - 2336m",2336
"1174",37.93972,22.39583,"Green","Killini Oros - 2376m",2376
"1175",39.79694,22.68694,"LightGreen","Ossa Oros  - 1978m",1978
"1176",39.98805,9.32416,"LightGreen","La Marmora - 1834m",1834
"1177",42.08694,14.08527,"Green","Monte Amaro - 2795m",2795
"1178",35.11888,25.49888,"Green","Spathi - 2148m",2148
"1179",46.16111,6.92333,"DeepGreen","Haute Cime: Dents du Midi - 3257m",3257
"1180",40.12444,20.94944,"Green","Nemer�ka - 2482m",2482
"1181",41.76722,23.39888,"Green","Vikhren - 2914m",2914
"1182",40.91472,24.09166,"LightGreen","Pangaion - 1956m",1956
"1183",45.28805,5.78777,"Green","Chamechaude - 2082m",2082
"1184",45.36611,22.89444,"Green","Varful Peleaga - 2509m",2509
"1185",40.93083,21.78694,"Green","Kaimaktsalan - 2528m",2528
"1186",67.90083,18.51944,"Green","Kebnekaise - 2113m",2113
"1187",47.42111,10.98527,"Green","Zugspitze - 2962m",2962
"1188",38.6275,23.84277,"LightGreen","Dhirfis Oros - 1743m",1743
"1189",69.46888,19.87861,"LightGreen","Jiehkkevarri - 1834m",1834
"1190",40.08972,20.92611,"Green","Smolikas Oros - 2637m",2637
"1191",46.4525,12.26055,"DeepGreen","Monte Antelao - 3264m",3264
"1192",45.68388,6.22805,"Green","Pointe d'Arcalod - 2217m",2217
"1193",39.89472,16.21611,"Green","Monte Dolcedorme - 2267m",2267
"1194",38.15888,15.92111,"LightGreen","Montalto - 1955m",1955
"1195",46.35694,14.53555,"Green","Grintovec - 2558m",2558
"1196",47.71694,14.06333,"Green","Gro�er Priel - 2515m",2515
"1197",38.6475,22.25444,"Green","Oros Giona - 2510m",2510
"1198",40.24861,-5.29972,"Green","Pico Almanzor - 2592m",2592
"1199",45.95333,9.3875,"Green","Grigna Settentrionale - 2409m",2409
"1200",45.98805,11.03138,"Green","Monte Bondone - 2180m",2180
"1201",46.22,10.66388,"DeepGreen","Cima Presanella - 3558m",3558
"1202",62.32055,9.27166,"Green","Sn�hetta - 2286m",2286
"1203",40.28694,19.84972,"Green","Maja e Kendrevic�s - 2121m",2121
"1204",47.47472,12.73388,"Green","Birnhorn - 2634m",2634
"1205",41.70416,21.40527,"Green","Solunska Glava - 2540m",2540
"1206",47.5975,24.63444,"Green","Pietrosul Rodnei - 2303m",2303
"1207",46.2275,12.40277,"Green","Col Nudo - 2471m",2471
"1208",45.95555,6.55611,"Green","Pointe Perc�e - 2750m",2750
"1209",38.13666,20.67138,"LightGreen","Ainos Oros - 1628m",1628
"1210",40.46166,25.5875,"LightGreen","Fengari - 1611m",1611
"1211",46.43305,13.44166,"Green","Jof di Montasio - 2753m",2753
"1212",41.32111,23.12055,"Green","Kerkini - 2031m",2031
"1213",38.53555,22.62166,"Green","Liakoura - 2457m",2457
"1214",46.895,13.15805,"Green","Polinik - 2784m",2784
"1215",45.52833,2.81416,"LightGreen","Puy de Sancy - 1885m",1885
"1216",44.19388,10.70138,"Green","Monte Cimone - 2165m",2165
"1217",42.7175,24.91666,"Green","Botev - 2376m",2376
"1218",46.81111,8.91472,"DeepGreen","T�di - 3614m",3614
"1219",47.41111,11.43777,"Green","Birkkarspitze - 2749m",2749
"1220",40.19833,19.63944,"Green","Mali i �ik�s - 2044m",2044
"1221",47.56222,12.30305,"Green","Ellmauer Halt - 2344m",2344
"1222",69.71,20.08583,"LightGreen","Store Lenangstind - 1624m",1624
"1223",44.77444,5.83916,"Green","Grande Tete de l'Obiou - 2790m",2790
"1224",44.61305,34.24333,"LightGreen","Roman-Kosh - 1545m",1545
"1225",40.79472,20.46472,"Green","Maja e Valamares - 2373m",2373
"1226",46.15527,10.87055,"DeepGreen","Cima Tosa - 3173m",3173
"1227",47.56166,14.63277,"Green","Hochtor - 2369m",2369
"1228",67.43333,17.72777,"Green","Sarektj�kk� - 2089m",2089
"1229",47.52194,14.01694,"Green","Grimming - 2351m",2351
"1230",45.9375,7.29916,"Blue","Grand Combin de Grafeneire - 4314m",4314
"1231",41.00361,21.18444,"Green","Pelister - 2601m",2601
"1232",38.75777,20.99416,"LightGreen","Psili Korifi - 1589m",1589
"1233",45.82722,6.28555,"Green","La Tournette - 2351m",2351
"1234",46.62138,9.87277,"DeepGreen","Piz Kesch - 3418m",3418
"1235",47.06361,14.56722,"Green","Zirbitzkogel - 2396m",2396
"1236",42.88833,11.62472,"LightGreen","Monte Amiata - 1738m",1738
"1237",45.03972,5.925,"Green","Le Taillefer - 2857m",2857
"1238",46.44138,22.69027,"LightGreen","Bihor - 1849m",1849
"1239",43.39583,22.67944,"Green","Midzor - 2168m",2168
"1240",43.12833,19.03666,"Green","Durmitor  - 2523m",2523
"1241",46.08972,8.39416,"Green","Monte Togano - 2301m",2301
"1242",39.43833,23.0475,"LightGreen","Pelion - 1610m",1610
"1243",36.67666,-4.99472,"LightGreen","Torrecilla - 1919m",1919
"1244",46.64333,8.42111,"DeepGreen","Dammastock - 3630m",3630
"1245",47.49916,13.22666,"Green","Raucheck - 2430m",2430
"1246",42.825,13.27666,"Green","Monte Vettore - 2476m",2476
"1247",46.9,9.4675,"Green","Haldensteiner Calanda - 2806m",2806
"1248",61.80388,5.82111,"LightGreen","Gjegnen - 1670m",1670
"1249",68.91861,-29.89972,"DeepGreen","Gunnbj�rn Fjeld - 3694m",3694
"1250",70.78333,-26.66666,"Green","Milne Land HP - 2200m",2200
"1251",72.11666,-24.9,"Green","Dansketinden - 2839m",2839
"1252",71.32777,-52.90833,"Green","Palup Qaqa - 2105m",2105
"1253",73.13333,-26.36666,"Green","Payers Tinde - 2320m",2320
"1254",71.4,-51.96666,"Green","Perserajoq - 2259m",2259
"1255",71.33333,-26.33333,"Green","Renland HP - 2200m",2200
"1256",70.11666,-53.4,"LightGreen","Pyramiden/Hoeyriggen - 1904m",1904
"1257",73.15,-24.31666,"LightGreen","Angelin Bjerg - 1900m",1900
"1258",72.71666,-24.06666,"LightGreen","Traill HP - 1884m",1884
"1259",66.43333,-52.91666,"LightGreen","Parnaqussuit Qavaat HP - 1860m",1860
"1260",66.93333,-36.81666,"DeepGreen","Mt. Forel - 3391m",3391
"1261",70.83333,-27.48333,"LightGreen","Storo HP - 1770m",1770
"1262",83.33333,-35.78333,"LightGreen","Rooseveltsfjeld HP - 1920m",1920
"1263",71.6,-53.18333,"LightGreen","Snehaetten - 1765m",1765
"1264",63.45,-41.83333,"LightGreen","Helges Halvo - 1750m",1750
"1265",72.94416,-24.32555,"LightGreen","Svedenborg Bjerg - 1730m",1730
"1266",72.25,-25.95,"Green","Klosterbjergen - 2475m",2475
"1267",80.43333,-19.83333,"LightGreen","Hahn Land HP - 1744m",1744
"1268",70.95,-52.03333,"LightGreen","Agpalik - 1690m",1690
"1269",70.7,-52.98333,"Green","Iterdlaup Qaqai  - 2144m",2144
"1270",73.43333,-22.83333,"LightGreen","Hardersbjerg (Gauss Halvo) - 1679m",1679
"1271",60.56583,-44.69722,"LightGreen","Qingagssat Qaqit - 1782m",1782
"1272",64.395,-51.10277,"LightGreen","Qingaq (Storo) - 1616m",1616
"1273",65.88333,-52.11666,"Green","Agssaussat - 2140m",2140
"1274",66.11666,-37.45,"LightGreen","Pt. 1680 - 1680m",1680
"1275",74.36666,-21.18333,"LightGreen","Ortlerspids - 1604m",1604
"1276",68.88333,-28.6,"DeepGreen","Ejnar Mikkelsen Fjeld - 3308m",3308
"1277",70.29555,-52.71666,"Green","Pautuut - 2010m",2010
"1278",60.13388,-44.53611,"LightGreen","Agdleruussakasit - 1763m",1763
"1279",73.36666,-26.3,"Green","Margaretatopp (Andrees Land) - 2360m",2360
"1280",71.34444,-25.71388,"Green","Kloftbjerge - 2163m",2163
"1281",73.31555,-24.02666,"LightGreen","Blaskbjerg  - 1600m",1600
"1282",64.45555,-50.52222,"LightGreen","Kinaussak - 1630m",1630
"1283",70.2,-27.66666,"Green","Gaaseland HP - 2100m",2100
"1284",60.05,-43.91666,"LightGreen","Christian IV Island HP - 1549m",1549
"1285",73.95,-23.2,"Green","Favres Bjerg - 2000m",2000
"1286",73,-25.53333,"Green","Johnstrup Bjerge (Suess Land) - 2000m",2000
"1287",72.47222,-25.07083,"LightGreen","Berzelius Bjerg - 1810m",1810
"1288",73.2,-25.05,"LightGreen","Ymers - 1802m",1802
"1289",60.18333,-44.5,"LightGreen","Tuviligssuaq - 1845m",1845
"1290",61.01666,-45.16666,"LightGreen","Agdlerulik - 1840m",1840
"1291",66.03333,-52.26666,"Green","Mt. Atter - 2190m",2190
"1292",19.82055,-155.46805,"Blue","Mauna Kea - 4205m",4205
"1293",NA,20.71,"DeepGreen","Red Hill - 3055m",3055
"1294",19.47555,-155.60555,"Blue","Mauna Loa - 4169m",4169
"1295",20.88972,-156.58694,"LightGreen","Puu Kukui - 1764m",1764
"1296",22.05888,-159.4975,"LightGreen","Kawaikini - 1598m",1598
"1297",21.10666,-156.86861,"LightGreen","Kamakou - 1512m",1512
"1298",15.04333,-91.90333,"Blue","Volc�n Tajumulco - 4220m",4220
"1299",19.03166,-71.00583,"DeepGreen","Pico Duarte - 3098m",3098
"1300",9.48416,-83.48861,"DeepGreen","Cerro Chirrip� - 3820m",3820
"1301",18.36,-71.97666,"Green","Pic la Selle - 2680m",2680
"1302",14.91333,-88.11416,"Green","Monta�a de Santa Barbara - 2744m",2744
"1303",18.04666,-76.57916,"Green","Blue Mountain Peak - 2256m",2256
"1304",14.53416,-88.68,"Green","Cerro las Minas - 2849m",2849
"1305",18.3825,-74.025,"Green","Pic de Macaya - 2347m",2347
"1306",14.46583,-90.74333,"DeepGreen","Volc�n de Agua - 3761m",3761
"1307",19.99,-76.83666,"Green","Pico Turquino - 2005m",2005
"1308",15.51916,-91.545,"DeepGreen","Sierra de los Cuchaniantes HP - 3837m",3837
"1309",18.63666,-71.52083,"Green","Loma Gajo en Medio - 2279m",2279
"1310",9.97666,-83.85416,"DeepGreen","Volc�n Irazu - 3402m",3402
"1311",18.8125,-70.62722,"Green","Alto de la Bandera - 2842m",2842
"1312",15.5,-91.91583,"DeepGreen","Monta�a Pe�a Blanca - 3518m",3518
"1313",14.50083,-90.875,"DeepGreen","Volc�n Acatenango - 3976m",3976
"1314",13.435,-88.26916,"Green","Volc�n de San Miguel - 2130m",2130
"1315",14.58333,-91.18666,"DeepGreen","Volc�n Atitlan - 3537m",3537
"1316",14.9575,-85.91666,"Green","Sierra de Agalta - 2335m",2335
"1317",8.5825,-81.84583,"Green","Cerro Santiago - 2550m",2550
"1318",15.52333,-88.2325,"Green","Monta�a San Ildefonso - 2242m",2242
"1319",15.55916,-86.87666,"Green","S. of Pico Bonito - 2450m",2450
"1320",12.7025,-87.00583,"LightGreen","Volc�n San Cristobal - 1745m",1745
"1321",13.85583,-89.62833,"Green","Volc�n de Santa Ana - 2362m",2362
"1322",13.59666,-88.8375,"Green","Volc�n de San Vicente - 2182m",2182
"1323",14.38416,-89.12888,"Green","Cerro El Pital - 2730m",2730
"1324",10.74666,-85.15,"Green","Volc�n Miravalles - 2028m",2028
"1325",11.53833,-85.6225,"LightGreen","Volc�n Concepci�n - 1611m",1611
"1326",14.495,-87.50833,"Green","Monta�a los Comayagua - 2407m",2407
"1327",15.15,-89.73083,"DeepGreen","Cerro Raxon - 3015m",3015
"1328",15.17666,-87.57333,"Green","Pico Pijol - 2320m",2320
"1329",-17.61972,-149.48416,"Green","Mt. Orohena - 2241m",2241
"1330",-20.58833,164.77083,"LightGreen","Mont Pani� - 1628m",1628
"1331",-13.61833,-172.48583,"LightGreen","Mauga Silisili - 1858m",1858
"1332",-9.70361,160.06194,"Green","Popomanaseu - 2335m",2335
"1333",-7.95,157.075,"LightGreen","Mt. Veve - 1768m",1768
"1334",-15.3625,166.755,"LightGreen","Mt. Tabwemasana  - 1879m",1879
"1335",-36.45583,148.26361,"Green","Mt. Kosciuszko - 2228m",2228
"1336",-41.87083,146.03333,"LightGreen","Mt. Ossa - 1617m",1617
"1337",-53.10416,73.5175,"Green","Mawson Peak - 2745m",2745
"1338",-43.59583,170.14111,"DeepGreen","Mt. Cook - 3755m",3755
"1339",-39.29,175.56333,"Green","Ruapehu - 2797m",2797
"1340",-44.38333,168.73333,"DeepGreen","Mt. Aspiring - 3033m",3033
"1341",-39.29583,174.065,"Green","Mt. Taranaki - 2518m",2518
"1342",-44.6,168,"Green","Mt. Tutoko - 2723m",2723
"1343",-41.99583,173.6625,"Green","Tapuae-o-Ueneku - 2884m",2884
"1344",-45.07138,168.80805,"Green","Double Cone - 2319m",2319
"1345",-42.225,173.61833,"Green","Manakau - 2608m",2608
"1346",-43.5075,171.32,"Green","Mt. Taylor - 2333m",2333
"1347",-44.43416,168.17,"LightGreen","Skippers Range HP - 1648m",1648
"1348",-49.58388,69.48972,"LightGreen","Mont Ross - 1850m",1850
"1349",-37.11111,-12.28833,"Green","Queen Mary's Peak - 2060m",2060
"1350",-54.44083,-36.55527,"Green","Mt. Paget - 2934m",2934
"1351",-54.71666,-36.1,"Green","Mt. Carse - 2330m",2330
"1352",-5.95416,146.375,"Blue","Finisterre Range HP - 4125m",4125
"1353",-9.66916,149.01083,"DeepGreen","Mt. Suckling - 3676m",3676
"1354",-5.78,145.02916,"Blue","Mt. Wilhelm - 4509m",4509
"1355",-8.8925,147.53333,"Blue","Mt. Victoria - 4038m",4038
"1356",-5.905,154.995,"Green","Mt. Balbi - 2715m",2715
"1357",-9.33416,150.20583,"Green","Mt. Oiautukekea - 2536m",2536
"1358",-6.04333,143.88666,"Blue","Mt. Giluwe - 4367m",4367
"1359",-4.40083,152.93833,"Green","Hans Meyer Range - 2340m",2340
"1360",-5.05083,151.33083,"Green","Mt. Ulawun - 2334m",2334
"1361",-6.06083,144.61583,"Blue","Mt. Kabangama - 4104m",4104
"1362",-5.18666,151.835,"Green","Nakanai Mtns. HP - 2316m",2316
"1363",-9.46166,150.76833,"LightGreen","Mt. Kilkerran - 1947m",1947
"1364",-6.72583,145.98833,"DeepGreen","Mt. Piora - 3557m",3557
"1365",-6.61416,142.82666,"Green","Mt. Bosavi - 2507m",2507
"1366",-5.7225,142.495,"DeepGreen","Mt. Karoma - 3623m",3623
"1367",-10.035,149.56916,"Green","Mt. Simpson - 2883m",2883
"1368",-4.67666,145.9775,"LightGreen","Mt. Kunugui - 1833m",1833
"1369",-9.2,149.07166,"LightGreen","Mt. Victory - 1891m",1891
"1370",-4.0775,145.03916,"LightGreen","Manam Island HP - 1807m",1807
"1371",-5.5375,148.39666,"LightGreen","Mt. Talawe - 1824m",1824
"1372",-6.405,145.315,"DeepGreen","Mt. Michael - 3647m",3647
"1373",-4.74583,152.05333,"Green","Barurumea Ridge - 2063m",2063
"1374",-6.31083,147.09,"Blue","Mt. Sarawaget - 4121m",4121
"1375",-5.615,147.96583,"LightGreen","Mt. Bel - 1658m",1658
"1376",-3.29416,141.72333,"LightGreen","Bewani Mtns. HP - 1980m",1980
"1377",-5.8125,149.83833,"LightGreen","Pt. 1951m - 1951m",1951
"1378",-9.43583,150.5575,"LightGreen","Mt. Maybole - 1665m",1665
"1379",-4.7025,145.23166,"LightGreen","Adelbert Range HP - 1716m",1716
"1380",-9.32583,148.35833,"Green","Sibium Mtns. HP - 2295m",2295
"1381",-6.86333,146.71583,"Green","Mt. Shungol - 2752m",2752
"1382",-6.44333,155.60916,"Green","Mt. Taraka - 2251m",2251
"1383",-32.65333,-70.01083,"Orange","Cerro Aconcagua - 6962m",6962
"1384",10.83916,-73.68638,"Yellow","Pico Crist�bal Col�n - 5700m",5700
"1385",-1.46916,-78.8175,"Orange","Chimborazo - 6267m",6267
"1386",8.54166,-71.04583,"Blue","Pico Bol�var - 4981m",4981
"1387",6.49416,-72.2975,"Yellow","Ritacuba Blanco - 5410m",5410
"1388",-46.595,-73.34583,"Blue","Monte San Valentin - 4058m",4058
"1389",-27.10916,-68.54083,"Orange","Nevado Ojos del Salado - 6893m",6893
"1390",-31.97916,-70.1125,"Orange","Cerro Mercedario - 6720m",6720
"1391",-47.59166,-72.30666,"DeepGreen","Monte San Lorenzo - 3706m",3706
"1392",-49.01916,-73.50666,"DeepGreen","Volc�n Lautaro  - 3580m",3580
"1393",-27.21416,-66.09416,"Yellow","Cerro del Bols�n - 5552m",5552
"1394",-28.8675,-67.1275,"Blue","El Mela - 4150m",4150
"1395",-9.1225,-77.60583,"Orange","Nevado Huascar�n Sur - 6746m",6746
"1396",-29.01416,-67.82666,"Orange","Cerro General Manuel Belgrano - 6097m",6097
"1397",-33.35833,-69.77,"Orange","Cerro Tupungato - 6570m",6570
"1398",3.66,-65.40666,"Green","Cerro Marahuaca - 2832m",2832
"1399",-28.25833,-66.04083,"Blue","Cerro el Manchao - 4575m",4575
"1400",2.92416,-76.02916,"Yellow","Nevado del Huila - 5390m",5390
"1401",-41.16083,-71.8875,"DeepGreen","Cerro Tronador - 3470m",3470
"1402",-20.43416,-41.79666,"Green","Pico da Bandeira - 2890m",2890
"1403",-39.6375,-71.5025,"DeepGreen","Volc�n Lan�n - 3740m",3740
"1404",-54.65916,-69.59833,"Green","Monte Darwin - 2580m",2580
"1405",5.165,-76.095,"Blue","Cerro Tamana - 4100m",4100
"1406",-13.33583,-72.54916,"Orange","Nevado Salcantay - 6264m",6264
"1407",-15.85333,-68.54083,"Orange","Ancohuma - 6427m",6427
"1408",-31.31583,-67.92333,"DeepGreen","Mogote Corralitos - 3160m",3160
"1409",10.08416,-63.95833,"Green","Cerro Tristeza - 2596m",2596
"1410",10.54333,-66.7825,"Green","Pico Naiguat� - 2765m",2765
"1411",-18.10833,-68.88333,"Orange","Nevado Sajama - 6542m",6542
"1412",-0.68083,-78.43833,"Yellow","Cotopaxi - 5896m",5896
"1413",-24.72,-68.53666,"Orange","Volc�n Llullaillaco - 6739m",6739
"1414",3.34416,-76.69583,"Blue","Farallones de Cali - 4050m",4050
"1415",-35.58083,-68.49,"DeepGreen","Cerro Nevado - 3810m",3810
"1416",5.75916,-76.06166,"Blue","Farallones de Citara - 4050m",4050
"1417",-44.07583,-72.86,"Green","Monte Melimoyu - 2440m",2440
"1418",5.20222,-60.73527,"Green","Monte Roraima - 2810m",2810
"1419",-43.295,-72.52583,"Green","Pt. 2390 - 2390m",2390
"1420",4.06916,-76.52416,"DeepGreen","Cerro Calima - 3840m",3840
"1421",-47.035,-71.69833,"Green","Monte Zeballos - 2700m",2700
"1422",-36.6375,-70.4325,"Blue","Volc�n Domuyo - 4708m",4708
"1423",-31.62583,-69.87666,"Yellow","Cordillera de Ansilta - 5887m",5887
"1424",-15.54583,-72.66083,"Orange","Nevado Coropuna - 6405m",6405
"1425",-31.9875,-64.93666,"Green","Cerro Champaqu� - 2770m",2770
"1426",0.80666,-66.005,"Green","Pico de Neblina - 2994m",2994
"1427",10.33833,-72.90416,"DeepGreen","Cerro Pintado - 3660m",3660
"1428",-24.06333,-65.74583,"Yellow","Nevado de Cha�i - 5930m",5930
"1429",-21.22083,-68.46833,"Orange","Cerro Aucanquilcha - 6176m",6176
"1430",-27.75583,-68.79916,"Orange","Monte Pissis - 6795m",6795
"1431",-24.93166,-66.39083,"Orange","Cerro el Libertador - 6380m",6380
"1432",-30.42,-69.78083,"Orange","Cerro de la Majadita - 6280m",6280
"1433",-33.735,-69.87833,"Orange","Cerro Marmolejo - 6108m",6108
"1434",-12.37583,-73.6175,"Blue","Cordillera Vilcababna Norte HP - 4150m",4150
"1435",-13.79083,-71.2325,"Orange","Nevado Auzangate - 6372m",6372
"1436",0.025,-77.98916,"Yellow","Nevado Cayembe - 5790m",5790
"1437",-31.7075,-69.15666,"Blue","Cerro Pircas - 4380m",4380
"1438",-22.42833,-44.84333,"Green","Pontan - 2798m",2798
"1439",-45.10583,-73.16916,"Green","Cerro Mac� - 2300m",2300
"1440",-15.33,-73.4475,"Yellow","Nevado Sara Sara - 5505m",5505
"1441",-2.005,-78.34083,"Yellow","Volc�n Sangay - 5300m",5300
"1442",-54.45,-70.84,"Green","Monte Sarmiento - 2187m",2187
"1443",4.89166,-75.32333,"Yellow","Nevado del Ruiz - 5300m",5300
"1444",-10.26888,-76.90527,"Orange","Cerro Yerupaj� - 6617m",6617
"1445",5.76583,-66.19166,"Green","Serrania Guanay - 2392m",2392
"1446",-21.8875,-68.39166,"Orange","Volc�n San Pedro - 6145m",6145
"1447",-24.39583,-68.24583,"Orange","Volc�n Socompa - 6051m",6051
"1448",-3.295,-78.325,"Green","Cordillera del Condor HP - 2950m",2950
"1449",-44.41833,-72.38,"Green","Nevado Queulat - 2300m",2300
"1450",-18.16583,-69.14166,"Orange","Cerro Parinacota - 6342m",6342
"1451",-15.82166,-71.87916,"Orange","Nevado Ampato - 6288m",6288
"1452",-43.54416,-72.20333,"Green","Macizo Nevado - 2100m",2100
"1453",-16.19333,-71.53194,"Orange","Nevado Chachani - 6057m",6057
"1454",-42.90416,-71.92083,"Green","Cord�n de las Pir�mides - 2440m",2440
"1455",-25.5625,-67.88083,"Orange","Volc�n Antofalla - 6440m",6440
"1456",-21.54666,-68.5225,"Orange","Cerro Palpana - 6040m",6040
"1457",6.45666,-76.1225,"DeepGreen","Paramo Frontino - 3950m",3950
"1458",-49.27166,-73.04666,"DeepGreen","Cerro Fitzroy - 3405m",3405
"1459",-48.555,-73.14083,"DeepGreen","Cerro Mellizo Sur - 3300m",3300
"1460",0.49083,-65.33333,"Green","Serra Imeri - 2500m",2500
"1461",1.19583,-63.8,"Green","Serra Tulu Tuloi - 2140m",2140
"1462",-41.33,-72.61833,"Green","Volc�n Calbuco - 2015m",2015
"1463",-34.75416,-69.97166,"Yellow","Cerro Sosneado - 5189m",5189
"1464",-36.51416,-69.28583,"DeepGreen","Cerro Pay�n - 3838m",3838
"1465",-46.065,-72.2075,"Green","Cordillera Castillo - 2675m",2675
"1466",-16.63333,-67.79083,"Orange","Nevado Illimani - 6438m",6438
"1467",-29.13,-69.78666,"Orange","Cerro del Toro - 6168m",6168
"1468",-13.21333,-71.99,"Yellow","Sahuasiray - 5818m",5818
"1469",-25.075,-65.85166,"Yellow","Cerro Malcante - 5100m",5100
"1470",-24.20083,-68.06666,"Orange","Cerro Pular - 6233m",6233
"1471",-41.10416,-72.49583,"Green","Volc�n Osorno - 2661m",2661
"1472",-51.4175,-73.1975,"Green","Cerro Balmaceda - 2035m",2035
"1473",-50.76,-72.25583,"Green","Cerro Pin�culo - 2160m",2160
"1474",-47.19583,-73.46833,"DeepGreen","Cerro Arenales - 3437m",3437
"1475",2.37833,-77.43333,"DeepGreen","Cerro Napi - 3860m",3860
"1476",-49.78333,-73.10666,"Green","Cerro Norte - 2730m",2730
"1477",-22.3425,-42.56,"Green","Pico Maior - 2316m",2316
"1478",3.715,-74.0425,"Blue","Saliente del Rio Guape - 4180m",4180
"1479",-6.37416,-79.2375,"Blue","Cerro Mishahuanga - 4118m",4118
"1480",1.74666,-61.7925,"LightGreen","Serra da Mocidade - 1980m",1980
"1481",-49.75666,-73.01444,"Green","Cerro Meson - 2636m",2636
"1482",-48.66416,-72.68666,"Green","Cerro Tres Frailes - 2050m",2050
"1483",-24.29,-67.78333,"Orange","Cerro Aracar - 6095m",6095
"1484",-16.29666,-71.41083,"Yellow","Volc�n Misti - 5822m",5822
"1485",0.36083,-78.34916,"Blue","Nevado Cotacachi - 4944m",4944
"1486",-10.42916,-75.41916,"DeepGreen","Abra la Esperanza - 3660m",3660
"1487",-37.46333,-71.41583,"DeepGreen","Sierra Velluda - 3535m",3535
"1488",-38.69583,-71.73166,"DeepGreen","Volc�n Llaima - 3125m",3125
"1489",5.58083,-65.24916,"Green","Sierra Maigualida - 2350m",2350
"1490",-33.96666,-70.96583,"Green","Cerro Cantillana - 2281m",2281
"1491",-26.53,-67.05916,"Orange","Cerro Laguna Blanca - 6012m",6012
"1492",-6.02416,-77.5975,"Blue","Cerro de Campanario - 4010m",4010
"1493",-46.51833,-72.43833,"Green","Sierra de Avallanos HP - 2360m",2360
"1494",-16.9775,-67.34916,"Yellow","Cerro Gigante - 5748m",5748
"1495",8.16583,-77.29583,"LightGreen","Cerro Tacarcuna - 1870m",1870
"1496",-0.66333,-78.71583,"Yellow","Iliniza Sur - 5263m",5263
"1497",-34.28666,-70.03333,"Yellow","Picos de Barroso - 5180m",5180
"1498",-51.0075,-73.09583,"Green","Cerro Paine Grande - 2700m",2700
"1499",-19.75333,-68.69666,"Yellow","Alto Toroni - 5995m",5995
"1500",-49.32083,-73.41666,"DeepGreen","Cordon Mariano Moreno - 3490m",3490
"1501",-48.65583,-72.9225,"Green","Pascua - 2250m",2250
"1502",-17.72083,-69.7725,"Yellow","Volc�n Tacora - 5988m",5988
"1503",-52.95083,-72.59583,"LightGreen","Cerro Ladrillero - 1705m",1705
"1504",-9.02861,-77.66555,"Orange","Nevados Hunadoy - 6360m",6360
"1505",-27.30583,-69.13083,"Orange","Volc�n Copiap� - 6052m",6052
"1506",-37.14,-70.05,"DeepGreen","Volc�n Tromen - 3980m",3980
"1507",2.91333,-74.85,"DeepGreen","Cordillera los Pichachos - 3630m",3630
"1508",6.66,-66.2375,"Green","Cerro Cerbatana - 2080m",2080
"1509",-51.80166,-73.38416,"LightGreen","Cordillera Sarmiento - 1925m",1925
"1510",1.52833,-62.17416,"LightGreen","Serra do Pacu - 1880m",1880
"1511",8.11166,-74.2725,"Green","Cerro San Lucas - 2270m",2270
"1512",-21.3025,-68.17916,"Yellow","Volc�n Ollag�e - 5868m",5868
"1513",-26.61583,-65.72666,"Blue","Cumbres Calchaquies - 4740m",4740
"1514",-24.20666,-64.51416,"Green","Cerros de Pereyra - 2640m",2640
"1515",5.41666,-66.36666,"Green","Cero Raya - 2070m",2070
"1516",-26.63166,-68.36166,"Orange","Cerro el C�ndor - 6414m",6414
"1517",-0.485,-78.14166,"Yellow","Volc�n Antisana - 5704m",5704
"1518",-16.74166,-66.88833,"Blue","Cumbre Salto del Fraile - 4480m",4480
"1519",-5.07916,-78.70083,"Green","Pt. 2868 - 2868m",2868
"1520",-44.75583,-72.425,"Green","Cerro Elefantes - 2000m",2000
"1521",5.37,-62.07916,"Green","Chimata Tepuy - 2675m",2675
"1522",-9.51583,-77.31,"Orange","Huantsan - 6369m",6369
"1523",-22.05916,-68.22833,"Yellow","Cerro Paniri - 5960m",5960
"1524",-0.1775,-78.59916,"Blue","Cerro Guagua Pichincha - 4794m",4794
"1525",6.4625,-73.44416,"DeepGreen","Cordillera de los Cobardes - 3420m",3420
"1526",4.7825,-76.495,"Green","Cerro Torra - 2820m",2820
"1527",-43.88833,-72.185,"Green","Cerro Barros Arana - 2286m",2286
"1528",-52.79833,-73.0925,"LightGreen","Gran Campo Nevado - 1640m",1640
"1529",-24.3075,-66.73333,"Orange","Nevado Queva - 6140m",6140
"1530",-49.96083,-73.45083,"DeepGreen","Cerro Roma - 3200m",3200
"1531",-45.73583,-72.44916,"LightGreen","Cerro Huemules - 1910m",1910
